,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,conceded,balls_recoverd,tackles,t_won,t_lost,clearance_attempted,corner_taken,offsides,dribbles,fouls_committed,fouls_suffered,yellow,red,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,total_attempts,on_target,off_target,on_target_rate,blocked,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_complted,freekicks_taken
623,Piątkowski,Salzburg,Defender,84,2,0,0,9.8,,3.0,0.0,0.0,0.0,3.0,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
624,Nalić,Malmö,Midfielder,83,5,0,0,13.6,,5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Korniienko,Shakhtar Donetsk,Defender,83,2,0,0,11.2,,3.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
626,En-Nesyri,Sevilla,Forward,83,2,0,0,10.2,,,,,,,,,,5.0,3.0,3.0,1.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,,,,,,,
627,Supryaha,Dynamo Kyiv,Forward,81,2,0,0,10.9,,1.0,3.0,1.0,2.0,0.0,,,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
628,De Winter,Juventus,Defender,81,2,0,0,10.8,,5.0,1.0,1.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
629,Kulusevski,Juventus,Midfielder,80,5,1,0,14.3,,2.0,1.0,1.0,0.0,1.0,,,,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,
630,Augustinsson,Sevilla,Defender,80,3,0,0,11.1,,5.0,2.0,0.0,2.0,0.0,,,,2.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
631,Radeljić,Sheriff,Defender,79,3,0,0,10.2,,3.0,1.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Jovane Cabral,Sporting CP,Forward,79,3,0,0,9.8,,2.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
633,Marc Roca,Bayern,Defender,78,4,0,0,11.6,,6.0,1.0,0.0,1.0,1.0,,,,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
634,Kanga,Young Boys,Forward,75,5,0,0,10.1,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,,
635,Cavani,Man. United,Forward,75,4,0,0,11.7,,,,,,,,,,2.0,1.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
636,Gökhan Töre,Beşiktaş,Midfielder,75,4,0,0,11.2,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Emre Can,Dortmund,Defender,74,2,0,0,8.4,,2.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
638,Alcácer,Villarreal,Forward,73,3,1,0,10.0,,2.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.5,1.0,,,,,,,
639,Esteves,Sporting CP,Defender,73,1,0,0,8.4,,2.0,1.0,0.0,1.0,1.0,,,,1.0,2.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
640,Rensch,Ajax,Defender,71,5,0,0,13.8,,8.0,5.0,2.0,3.0,1.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
641,Ferran Torres,Man. City,Forward,71,1,0,0,8.1,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,3.0,1.0,0.0,0.3333333333333333,2.0,,,,,,,
642,Kehrer,Paris,Defender,70,4,0,0,8.3,,5.0,1.0,0.0,1.0,2.0,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
643,Krugovoi,Zenit,Defender,68,6,0,0,11.8,,7.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
644,Dost,Club Brugge,Forward,68,3,0,0,8.6,,,,,,,,,,2.0,1.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,,,,,,,
645,Diallo,Man. United,Midfielder,68,1,0,0,8.3,,4.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,2.0,1.0,0.0,0.5,1.0,,,,,,,
646,Henderson,Man. United,Goalkeeper,68,1,0,0,4.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Martial,Man. United,Forward,67,2,0,0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Gagliardini,Inter,Midfielder,66,5,0,0,11.6,,2.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
649,Rúben Vinagre,Sporting CP,Defender,63,2,0,0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Mambimbi,Young Boys,Forward,60,4,0,0,9.4,,1.0,2.0,0.0,2.0,1.0,,,,4.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
651,Moriba,Leipzig,Midfielder,60,3,0,0,8.7,,1.0,4.0,2.0,2.0,0.0,,,,2.0,2.0,1.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,,,,,,,
652,Passlack,Dortmund,Midfielder,60,2,0,0,7.6,,3.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
653,Bakayoko,Milan,Defender,56,3,0,0,8.1,,3.0,1.0,0.0,1.0,0.0,,,,1.0,4.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,,
654,Pezzella,Atalanta,Defender,56,3,0,0,8.1,,2.0,0.0,0.0,0.0,3.0,,,,1.0,2.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,,,,,,,
655,Sudakov,Shakhtar Donetsk,Midfielder,56,2,0,0,8.3,,2.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,3.0,1.0,0.0,0.3333333333333333,2.0,,,,,,,
656,Sandra,Club Brugge,Midfielder,56,1,0,0,6.9,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
657,Mbamba-Muanda,Club Brugge,Defender,55,3,0,0,8.7,,3.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Shepeliev,Dynamo Kyiv,Midfielder,54,2,0,0,8.7,,5.0,2.0,1.0,1.0,0.0,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
659,Richards,Bayern,Defender,52,4,0,0,8.5,,9.0,8.0,2.0,6.0,1.0,,,,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
660,Julien,Sheriff,Defender,52,3,0,0,7.2,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
661,Oğuzhan Özyakup,Beşiktaş,Midfielder,52,2,0,0,7.4,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Daramy,Ajax,Forward,52,2,0,0,6.4,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,4.0,1.0,3.0,0.25,0.0,,,,,,,
663,Henrichs,Leipzig,Defender,51,4,0,0,7.2,,3.0,1.0,1.0,0.0,3.0,,,,1.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,
664,Choupo-Moting,Bayern,Midfielder,49,4,1,0,6.7,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,
665,Yusuf Yazıcı,LOSC,Midfielder,47,4,0,0,8.7,,1.0,0.0,0.0,0.0,0.0,,,,2.0,2.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
666,Icardi,Paris,Forward,47,3,0,0,6.5,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
667,McAtee,Man. City,Midfielder,45,1,0,0,6.2,,1.0,1.0,1.0,0.0,0.0,,,,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
668,Lovato,Atalanta,Defender,45,1,0,0,5.3,,5.0,0.0,0.0,0.0,3.0,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
669,Palmer,Man. City,Midfielder,40,3,1,0,7.0,,2.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,,,,,,,
670,Paulo Bernardo,Benfica,Midfielder,39,5,0,0,8.3,,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Kjærgaard,Salzburg,Midfielder,38,4,1,0,7.9,,1.0,1.0,0.0,1.0,0.0,,,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,
672,Taylor,Ajax,Midfielder,38,3,0,0,6.6,,1.0,1.0,0.0,1.0,0.0,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
673,Francisco Conceição,Porto,Forward,37,2,0,0,5.4,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
674,F. Nmecha,Wolfsburg,Midfielder,36,2,0,0,6.6,,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
675,Pepê,Porto,Forward,34,3,0,0,5.7,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Al. Miranchuk,Atalanta,Forward,33,2,0,1,4.8,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
677,Edwards,Sporting CP,Forward,32,1,0,0,4.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
678,Radonjić,Benfica,Forward,31,1,0,0,3.9,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
679,Mengi,Man. United,Defender,29,1,0,0,3.7,,1.0,1.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Wesley,Club Brugge,Forward,26,2,0,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Mandi,Villarreal,Defender,24,2,0,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Kudus,Ajax,Midfielder,24,2,0,0,3.5,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
683,Novoa,Leipzig,Midfielder,24,1,0,1,3.6,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
684,Lihadji,LOSC,Forward,23,3,0,0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Bernardo,Salzburg,Defender,23,2,0,1,4.2,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
686,Tijani,Salzburg,Midfielder,23,1,0,0,3.1,,2.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Ben Arfa,LOSC,Midfielder,22,2,0,0,3.6,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
688,Óscar Rodríguez,Sevilla,Midfielder,22,1,0,0,3.8,,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
689,Shoretire,Man. United,Midfielder,22,1,0,0,3.3,,1.0,0.0,0.0,0.0,0.0,,,,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
690,Heaton,Man. United,Goalkeeper,22,1,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Stanišić,Bayern,Defender,21,2,0,1,3.6,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
692,Knauff,Dortmund,Midfielder,20,3,0,0,5.1,,1.0,4.0,2.0,2.0,0.0,,,,3.0,1.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
693,Maldini,Milan,Forward,20,3,0,0,4.2,,3.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Moukoko,Dortmund,Forward,20,1,0,0,3.2,,1.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,,
695,Iván Romero,Sevilla,Forward,20,1,0,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Flávio Nazinho,Sporting CP,Defender,19,2,0,0,4.0,,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
697,Balde,Barcelona,Defender,19,2,0,0,3.7,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
698,Tillman,Bayern,Midfielder,18,2,0,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Peña,Villarreal,Defender,18,2,0,0,3.3,,2.0,2.0,1.0,1.0,1.0,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
700,Ricard Puig,Barcelona,Midfielder,17,1,0,0,2.4,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Berkay Vardar,Beşiktaş,Midfielder,17,1,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Carson,Man. City,Goalkeeper,17,1,0,0,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Eric Ramirez,Dynamo Kyiv,Forward,16,2,0,0,2.7,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
704,Cojocaru,Sheriff,Midfielder,15,2,0,0,3.6,,1.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
705,Javi Serrano,Atlético,Midfielder,15,1,0,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Agüero,Barcelona,Forward,15,1,0,0,1.9,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
707,Ramsey,Juventus,Midfielder,14,2,0,0,3.2,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
708,Kravtsov,Zenit,Midfielder,14,2,0,0,3.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Bradarić,LOSC,Defender,13,1,0,0,2.0,,1.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
710,Ozdoev,Zenit,Midfielder,11,1,1,0,2.2,,2.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,
711,Bruno Costa,Porto,Midfielder,11,1,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Raba,Villarreal,Midfielder,11,1,0,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Iborra,Villarreal,Midfielder,10,1,0,0,1.8,,2.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
714,Bonnah,Leipzig,Midfielder,10,1,0,0,1.6,,1.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Sensi,Inter,Midfielder,9,2,0,0,2.2,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.3333333333333333,0.0,,,,,,,
716,Lednev,Dynamo Kyiv,Midfielder,9,1,0,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Zhegrova,LOSC,Midfielder,9,1,0,0,1.9,,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
718,Seferović,Benfica,Forward,9,1,0,0,1.8,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,
719,Zakaria,Juventus,Midfielder,9,1,0,0,1.8,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Dário Essugo,Sporting CP,Midfielder,9,1,0,0,1.8,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Spielmann,Young Boys,Midfielder,8,1,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Izquierdo,Club Brugge,Forward,8,1,0,0,1.3,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
723,Chiellini,Juventus,Defender,7,1,0,0,1.3,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
724,Dina Ebimbe,Paris,Midfielder,7,1,0,0,1.2,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
725,Sulejmani,Young Boys,Midfielder,7,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Delap,Man. City,Forward,6,1,0,0,1.2,,1.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
727,Mbete,Man. City,Defender,6,1,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Kolarov,Inter,Defender,5,1,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Šimić,Salzburg,Forward,4,1,0,0,1.3,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
730,Guindo,Salzburg,Defender,4,1,0,0,1.2,,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Dentinho,Shakhtar Donetsk,Midfielder,4,1,0,0,1.0,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
732,Shevchenko,Shakhtar Donetsk,Goalkeeper,4,1,0,0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Maier,Young Boys,Midfielder,3,1,0,0,1.3,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,
734,Luca Pellegrini,Juventus,Defender,3,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Kuznetsov,Zenit,Forward,3,1,0,0,0.9,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
736,Eile,Malmö,Defender,3,1,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Ginczek,Wolfsburg,Forward,2,1,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Savage,Man. United,Midfielder,1,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Iqbal,Man. United,Midfielder,1,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Da Graca,Juventus,Forward,1,1,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Miretti,Juventus,Midfielder,1,1,0,0,0.8,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Gil Dias,Benfica,Midfielder,1,1,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Rodrigo Ribeiro,Sporting CP,Forward,1,1,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Cojocari,Sheriff,Defender,1,1,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Maouassa,Club Brugge,Defender,1,1,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Zesiger,Young Boys,Defender,1,1,0,0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
