,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,conceded,balls_recoverd,tackles,t_won,t_lost,clearance_attempted,corner_taken,offsides,dribbles,fouls_committed,fouls_suffered,yellow,red,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,total_attempts,on_target,off_target,on_target_rate,blocked,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_complted,freekicks_taken
297,Renato Sanches,LOSC,Midfielder,407,5,0,0,49.2,,12.0,3.0,1.0,2.0,6.0,,,,9.0,8.0,0.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,80.4,204.0,163.0,11.0,9.0,1.0,5.0
298,Zappacosta,Atalanta,Defender,405,6,0,1,51.0,,10.0,4.0,0.0,4.0,3.0,0.0,0.0,12.0,6.0,11.0,1.0,0.0,,,,,,,,7.0,1.0,4.0,0.14285714285714285,2.0,89.7,188.0,162.0,8.0,12.0,1.0,6.0
299,Laimer,Leipzig,Midfielder,405,6,0,1,49.1,,19.0,11.0,2.0,9.0,1.0,0.0,0.0,4.0,11.0,5.0,0.0,0.0,,,,,,,,5.0,3.0,1.0,0.6,1.0,81.2,187.0,149.0,16.0,6.0,1.0,4.0
300,Kolovos,Sheriff,Midfielder,405,6,0,0,49.3,,10.0,1.0,0.0,1.0,0.0,,,,1.0,8.0,1.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,71.5,88.0,66.0,0.0,1.0,0.0,0.0
301,Rosier,Beşiktaş,Defender,405,5,0,0,46.8,,23.0,7.0,3.0,4.0,9.0,,,,4.0,3.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,84.4,177.0,150.0,14.0,14.0,2.0,3.0
302,Correa,Atlético,Forward,401,10,1,0,49.6,,12.0,5.0,3.0,2.0,0.0,,,,10.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,4.0,0.3333333333333333,2.0,65.6,139.0,107.0,28.0,7.0,2.0,1.0
303,Gueye,Paris,Midfielder,400,7,1,0,48.1,,14.0,12.0,5.0,7.0,5.0,,,,10.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.5,0.0,88.7,209.0,190.0,33.0,3.0,1.0,2.0
304,McTominay,Man. United,Midfielder,400,5,0,0,53.8,,28.0,7.0,2.0,5.0,4.0,,,,7.0,4.0,1.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,90.2,217.0,197.0,0.0,0.0,0.0,10.0
305,Gavi,Barcelona,Midfielder,398,6,0,0,54.1,,20.0,9.0,4.0,5.0,2.0,,,,16.0,7.0,2.0,0.0,,,,,,,,4.0,0.0,3.0,0.0,1.0,92.8,164.0,153.0,0.0,3.0,0.0,1.0
306,Weghorst,Wolfsburg,Forward,398,5,0,0,49.4,,10.0,3.0,2.0,1.0,3.0,,,,10.0,6.0,2.0,0.0,,,,,,,,8.0,2.0,5.0,0.25,1.0,75.0,92.0,69.0,0.0,0.0,0.0,0.0
307,Shaw,Man. United,Defender,397,5,0,2,36.6,,20.0,6.0,4.0,2.0,2.0,3.0,1.0,1.0,7.0,5.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,79.8,233.0,190.0,29.0,17.0,5.0,6.0
308,Brandt,Dortmund,Midfielder,395,5,0,0,51.8,,23.0,1.0,0.0,1.0,2.0,,,,2.0,2.0,0.0,0.0,,,,,,,,4.0,0.0,3.0,0.0,1.0,83.6,240.0,198.0,26.0,19.0,5.0,5.0
309,Sancho,Man. United,Midfielder,393,7,1,0,42.0,,10.0,0.0,0.0,0.0,2.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.6,1.0,85.7,202.0,176.0,0.0,4.0,0.0,0.0
310,Piqué,Barcelona,Defender,393,5,1,0,44.0,,33.0,8.0,1.0,7.0,13.0,,,,8.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,92.8,288.0,269.0,0.0,0.0,0.0,2.0
311,Malen,Dortmund,Forward,392,6,3,0,43.7,,6.0,0.0,0.0,0.0,0.0,,,,6.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,11.0,5.0,3.0,0.45454545454545453,3.0,76.3,137.0,107.0,33.0,6.0,2.0,2.0
312,Romagnoli,Milan,Defender,392,5,0,0,44.7,,32.0,10.0,7.0,3.0,18.0,,,,4.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,86.4,221.0,192.0,0.0,1.0,0.0,7.0
313,Gnabry,Bayern,Forward,391,8,3,2,46.7,,14.0,2.0,1.0,1.0,0.0,3.0,0.0,12.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,8.0,6.0,0.4444444444444444,4.0,73.6,231.0,194.0,20.0,10.0,2.0,0.0
314,Zaidu,Porto,Defender,389,6,0,0,45.9,,26.0,7.0,4.0,3.0,14.0,,,,4.0,6.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,73.7,152.0,112.0,25.0,8.0,2.0,3.0
315,McKennie,Juventus,Midfielder,388,6,0,0,51.9,,15.0,5.0,0.0,5.0,3.0,,,,3.0,2.0,0.0,0.0,,,,,,,,7.0,3.0,3.0,0.42857142857142855,1.0,85.8,170.0,153.0,0.0,3.0,0.0,1.0
316,Hefti,Young Boys,Defender,386,6,1,1,38.8,,19.0,9.0,4.0,5.0,7.0,0.0,0.0,3.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,1.0,74.7,204.0,154.0,30.0,20.0,6.0,3.0
317,Forsberg,Leipzig,Forward,385,6,2,2,48.2,,12.0,2.0,0.0,2.0,1.0,9.0,0.0,3.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,4.0,3.0,0.36363636363636365,4.0,83.8,164.0,132.0,53.0,13.0,7.0,5.0
318,Batshuayi,Beşiktaş,Forward,383,5,0,0,43.5,,4.0,2.0,0.0,2.0,2.0,,,,6.0,3.0,1.0,0.0,,,,,,,,10.0,2.0,7.0,0.2,1.0,73.2,88.0,66.0,0.0,2.0,0.0,0.0
319,Bentancur,Juventus,Midfielder,382,5,0,1,48.7,,23.0,7.0,3.0,4.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,83.0,206.0,176.0,0.0,4.0,0.0,0.0
320,Ricardo Esgaio,Sporting CP,Defender,380,8,0,2,48.8,,17.0,7.0,3.0,4.0,5.0,0.0,0.0,1.0,7.0,3.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,75.6,171.0,146.0,33.0,3.0,1.0,7.0
321,Acuña,Sevilla,Defender,379,5,0,0,43.2,,19.0,8.0,6.0,2.0,4.0,,,,12.0,6.0,0.0,0.0,,,,,,,,,,,,,77.8,275.0,214.0,40.0,30.0,12.0,15.0
322,Lemar,Atlético,Midfielder,377,8,0,1,48.9,,14.0,4.0,3.0,1.0,4.0,7.0,0.0,7.0,3.0,3.0,0.0,0.0,,,,,,,,4.0,3.0,0.0,0.75,1.0,76.1,171.0,133.0,28.0,14.0,4.0,0.0
323,Bennacer,Milan,Midfielder,376,6,0,0,47.1,,31.0,9.0,5.0,4.0,5.0,,,,7.0,8.0,1.0,0.0,,,,,,,,2.0,1.0,0.0,0.5,1.0,85.8,200.0,170.0,36.0,11.0,4.0,16.0
324,De Pena,Dynamo Kyiv,Midfielder,375,6,0,0,49.0,,10.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,4.0,2.0,0.0,0.5,2.0,70.3,124.0,87.0,10.0,10.0,1.0,3.0
325,Jordi Alba,Barcelona,Defender,375,5,0,1,45.8,,22.0,4.0,1.0,3.0,7.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,3.0,2.0,1.0,0.6666666666666666,0.0,84.0,301.0,251.0,30.0,30.0,9.0,7.0
326,Tetê,Shakhtar Donetsk,Forward,373,6,0,0,44.5,,6.0,1.0,0.0,1.0,0.0,,,,6.0,10.0,0.0,0.0,,,,,,,,9.0,2.0,4.0,0.2222222222222222,3.0,86.5,129.0,110.0,0.0,4.0,0.0,0.0
327,Demiral,Atalanta,Defender,370,6,1,0,42.2,,31.0,3.0,1.0,2.0,21.0,,,,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,92.2,176.0,162.0,0.0,0.0,0.0,9.0
328,Gonçalo Ramos,Benfica,Forward,369,7,1,1,52.1,,14.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,8.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,4.0,0.2,4.0,78.3,101.0,76.0,0.0,0.0,0.0,1.0
329,Luís Neto,Sporting CP,Defender,368,6,0,0,38.6,,25.0,13.0,7.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,90.7,220.0,202.0,0.0,0.0,0.0,19.0
330,Pulišić,Chelsea,Midfielder,367,7,2,1,47.3,,3.0,3.0,1.0,2.0,0.0,0.0,1.0,11.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,4.0,0.3333333333333333,0.0,86.3,123.0,106.0,25.0,4.0,1.0,0.0
331,Ronald Araújo,Barcelona,Defender,367,5,0,0,36.4,,19.0,8.0,6.0,2.0,9.0,,,,1.0,5.0,1.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,86.0,192.0,167.0,33.0,3.0,1.0,9.0
332,Kędziora,Dynamo Kyiv,Defender,366,5,0,0,44.4,,12.0,8.0,4.0,4.0,8.0,,,,3.0,3.0,0.0,0.0,,,,,,,,,,,,,82.0,129.0,106.0,16.0,6.0,1.0,6.0
333,Danilo,Paris,Midfielder,362,7,0,0,40.6,,15.0,4.0,2.0,2.0,10.0,,,,6.0,3.0,2.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,79.4,199.0,185.0,0.0,0.0,0.0,5.0
334,Roussillon,Wolfsburg,Defender,362,6,0,0,41.6,,27.0,3.0,2.0,1.0,8.0,,,,4.0,2.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,78.7,131.0,103.0,0.0,7.0,0.0,0.0
335,Tolói,Atalanta,Defender,360,4,0,0,45.2,,34.0,6.0,5.0,1.0,6.0,,,,3.0,1.0,0.0,0.0,,,,,,,,4.0,1.0,3.0,0.25,0.0,83.3,231.0,189.0,50.0,10.0,5.0,5.0
336,Matviyenko,Shakhtar Donetsk,Defender,360,4,0,0,43.0,,27.0,2.0,1.0,1.0,9.0,,,,2.0,3.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,92.8,350.0,328.0,0.0,2.0,0.0,1.0
337,Kritsyuk,Zenit,Goalkeeper,360,4,0,0,19.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,77.3,97.0,74.0,0.0,0.0,0.0,9.0
338,Loftus-Cheek,Chelsea,Forward,358,8,0,1,44.2,,11.0,4.0,2.0,2.0,2.0,0.0,0.0,15.0,5.0,9.0,2.0,0.0,,,,,,,,5.0,1.0,3.0,0.2,1.0,80.3,252.0,229.0,42.0,7.0,3.0,2.0
339,Hummels,Dortmund,Defender,358,5,0,0,41.2,,28.0,8.0,1.0,7.0,12.0,,,,6.0,1.0,1.0,1.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,86.8,310.0,277.0,0.0,0.0,0.0,3.0
340,Castañeda,Sheriff,Midfielder,357,5,0,0,45.5,,11.0,8.0,1.0,7.0,3.0,,,,5.0,5.0,0.0,0.0,,,,,,,,4.0,2.0,1.0,0.5,1.0,79.6,90.0,73.0,25.0,8.0,2.0,1.0
341,Klostermann,Leipzig,Defender,357,5,0,0,42.2,,24.0,4.0,3.0,1.0,17.0,,,,3.0,0.0,1.0,0.0,,,,,,,,,,,,,85.8,161.0,140.0,0.0,1.0,0.0,2.0
342,Birmančević,Malmö,Midfielder,356,6,0,1,44.6,,8.0,6.0,3.0,3.0,2.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,,,,,,,,5.0,0.0,4.0,0.0,1.0,75.0,92.0,66.0,33.0,3.0,1.0,3.0
343,Ismaily,Shakhtar Donetsk,Defender,355,5,0,0,44.8,,19.0,1.0,1.0,0.0,13.0,,,,1.0,4.0,0.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,86.0,184.0,159.0,0.0,4.0,0.0,5.0
344,Larin,Beşiktaş,Forward,354,5,1,0,40.2,,7.0,7.0,2.0,5.0,4.0,,,,7.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,5.0,2.0,0.625,1.0,78.0,100.0,78.0,0.0,1.0,0.0,0.0
345,Varane,Man. United,Defender,353,5,0,0,34.2,,34.0,0.0,0.0,0.0,18.0,,,,3.0,2.0,1.0,0.0,,,,,,,,2.0,2.0,0.0,1.0,0.0,88.0,245.0,222.0,0.0,0.0,0.0,6.0
346,Jesus,Man. City,Forward,352,8,4,1,41.9,,6.0,3.0,2.0,1.0,1.0,0.0,4.0,7.0,9.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,7.0,1.0,0.7777777777777778,1.0,86.0,131.0,113.0,0.0,4.0,0.0,0.0
347,Brahim Díaz,Milan,Midfielder,351,5,1,1,43.9,,6.0,2.0,2.0,0.0,1.0,0.0,0.0,19.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.4,1.0,78.8,124.0,98.0,0.0,1.0,0.0,1.0
348,João Mário,Porto,Forward,351,4,0,0,39.3,,21.0,1.0,0.0,1.0,6.0,,,,1.0,4.0,0.0,0.0,,,,,,,,,,,,,75.3,126.0,95.0,11.0,9.0,1.0,7.0
349,Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,6.0,2.0,0.0,2.0,1.0,,,,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,5.0,4.0,0.4166666666666667,3.0,80.4,77.0,63.0,0.0,1.0,0.0,0.0
350,Pepe,Porto,Defender,349,5,0,0,39.8,,30.0,4.0,2.0,2.0,17.0,,,,3.0,6.0,1.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,86.0,190.0,163.0,0.0,2.0,0.0,10.0
351,Fernandinho,Man. City,Midfielder,347,8,0,2,44.7,,17.0,9.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,2.0,85.3,291.0,254.0,40.0,5.0,2.0,12.0
352,Luis Suárez,Atlético,Forward,347,7,1,0,38.7,,1.0,0.0,0.0,0.0,2.0,,,,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,5.0,0.25,1.0,67.0,84.0,57.0,0.0,3.0,0.0,2.0
353,Pogba,Man. United,Midfielder,347,6,0,0,30.9,,9.0,5.0,3.0,2.0,4.0,,,,7.0,7.0,0.0,0.0,,,,,,,,2.0,1.0,0.0,0.5,1.0,83.0,191.0,157.0,66.0,3.0,2.0,2.0
354,Camara,Young Boys,Defender,347,4,0,0,30.5,,22.0,7.0,3.0,4.0,11.0,,,,4.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,87.0,208.0,185.0,0.0,0.0,0.0,4.0
355,Okafor,Salzburg,Midfielder,345,6,3,0,40.0,,3.0,5.0,0.0,5.0,0.0,,,,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,5.0,1.0,0.7142857142857143,1.0,51.0,80.0,51.0,0.0,4.0,0.0,0.0
356,Ghezzal,Beşiktaş,Midfielder,345,5,1,0,38.3,,8.0,7.0,1.0,6.0,0.0,,,,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,6.0,0.25,0.0,69.0,161.0,113.0,14.0,14.0,2.0,3.0
357,Lenglet,Barcelona,Defender,345,4,0,0,40.4,,17.0,6.0,2.0,4.0,2.0,,,,3.0,2.0,1.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,89.3,304.0,274.0,0.0,1.0,0.0,7.0
358,Taarabt,Benfica,Midfielder,343,9,0,0,45.2,,13.0,4.0,1.0,3.0,1.0,,,,5.0,4.0,2.0,0.0,,,,,,,,,,,,,83.5,149.0,127.0,0.0,4.0,0.0,6.0
359,Pedrinho,Shakhtar Donetsk,Midfielder,343,4,0,0,40.9,,4.0,2.0,0.0,2.0,0.0,,,,5.0,3.0,0.0,0.0,,,,,,,,10.0,2.0,4.0,0.2,4.0,88.0,170.0,150.0,50.0,4.0,2.0,0.0
360,Siebatcheu,Young Boys,Forward,341,6,2,0,35.6,,5.0,1.0,0.0,1.0,2.0,,,,7.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,3.0,6.0,0.3,1.0,68.3,64.0,51.0,0.0,0.0,0.0,0.0
361,Vranckx,Wolfsburg,Midfielder,337,4,0,0,41.5,,17.0,4.0,0.0,4.0,3.0,,,,8.0,7.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,80.0,95.0,77.0,50.0,6.0,3.0,1.0
362,Chiesa,Juventus,Forward,336,4,2,0,37.5,,4.0,1.0,0.0,1.0,1.0,,,,5.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,13.0,4.0,8.0,0.3076923076923077,1.0,84.5,90.0,77.0,25.0,12.0,3.0,1.0
363,Gvardiol,Leipzig,Defender,334,6,0,0,41.5,,39.0,9.0,5.0,4.0,12.0,,,,8.0,3.0,0.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,2.0,86.3,196.0,162.0,0.0,2.0,0.0,3.0
364,Tonali,Milan,Midfielder,333,6,0,0,44.4,,21.0,2.0,2.0,0.0,6.0,,,,3.0,6.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,78.5,184.0,148.0,33.0,9.0,3.0,14.0
365,Jesús Navas,Sevilla,Defender,332,4,0,0,40.0,,15.0,0.0,0.0,0.0,5.0,,,,3.0,4.0,1.0,0.0,,,,,,,,2.0,1.0,0.0,0.5,1.0,83.5,249.0,209.0,31.0,19.0,6.0,3.0
366,Sobol,Club Brugge,Defender,331,4,0,1,39.1,,14.0,4.0,3.0,1.0,11.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,75.0,96.0,74.0,25.0,4.0,1.0,1.0
367,Brooks,Wolfsburg,Defender,331,4,0,0,36.3,,18.0,3.0,2.0,1.0,23.0,,,,5.0,0.0,3.0,1.0,,,,,,,,,,,,,85.0,167.0,143.0,0.0,0.0,0.0,13.0
368,Trigueros,Villarreal,Midfielder,330,9,1,0,42.9,,8.0,6.0,1.0,5.0,4.0,,,,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,81.3,142.0,116.0,0.0,2.0,0.0,4.0
369,Pedro Gonçalves,Sporting CP,Midfielder,329,5,4,2,41.3,,10.0,4.0,3.0,1.0,1.0,7.0,0.0,10.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,13.0,7.0,3.0,0.5384615384615384,3.0,64.2,83.0,54.0,62.0,8.0,5.0,1.0
370,Mbabu,Wolfsburg,Defender,328,6,0,0,38.6,,17.0,7.0,5.0,2.0,16.0,,,,7.0,3.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,64.8,141.0,96.0,31.0,16.0,5.0,4.0
371,Solet,Salzburg,Defender,328,5,0,0,38.9,,36.0,1.0,0.0,1.0,18.0,,,,4.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,0.0,1.0,0.0,84.6,142.0,123.0,0.0,0.0,0.0,6.0
372,Christiansen,Malmö,Midfielder,328,4,0,0,41.9,,13.0,2.0,0.0,2.0,4.0,,,,3.0,3.0,1.0,0.0,,,,,,,,5.0,1.0,3.0,0.2,1.0,80.8,193.0,163.0,16.0,12.0,2.0,11.0
373,Jordán,Sevilla,Midfielder,327,6,1,0,43.3,,18.0,6.0,2.0,4.0,2.0,,,,10.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.6666666666666666,1.0,91.5,221.0,203.0,50.0,4.0,2.0,9.0
374,Herrera,Paris,Midfielder,326,6,1,0,44.3,,12.0,9.0,6.0,3.0,5.0,,,,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.6666666666666666,1.0,80.3,224.0,199.0,50.0,2.0,1.0,3.0
375,Garmash,Dynamo Kyiv,Midfielder,325,6,1,0,42.7,,10.0,9.0,2.0,7.0,1.0,,,,11.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.42857142857142855,3.0,78.5,88.0,69.0,0.0,2.0,0.0,0.0
376,Aké,Man. City,Defender,324,6,1,0,36.9,,19.0,3.0,3.0,0.0,19.0,,,,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.25,0.0,90.3,259.0,244.0,0.0,0.0,0.0,7.0
377,L. Nmecha,Wolfsburg,Forward,322,5,2,0,42.0,,7.0,5.0,2.0,3.0,3.0,,,,8.0,9.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,4.0,1.0,0.4444444444444444,4.0,79.8,66.0,50.0,0.0,1.0,0.0,0.0
378,Solomon,Shakhtar Donetsk,Midfielder,322,5,0,0,42.3,,6.0,0.0,0.0,0.0,0.0,,,,2.0,2.0,0.0,0.0,,,,,,,,7.0,1.0,4.0,0.14285714285714285,2.0,90.0,136.0,123.0,0.0,5.0,0.0,0.0
379,Gómez,Sevilla,Forward,322,5,0,0,36.7,,8.0,1.0,0.0,1.0,1.0,,,,1.0,5.0,0.0,0.0,,,,,,,,5.0,1.0,1.0,0.2,3.0,83.8,176.0,148.0,13.0,15.0,2.0,1.0
380,Kessié,Milan,Midfielder,321,5,0,1,41.2,,15.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,9.0,6.0,2.0,1.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,85.0,175.0,150.0,100.0,4.0,4.0,10.0
381,Lukaku,Chelsea,Forward,320,6,2,0,31.5,,2.0,1.0,1.0,0.0,0.0,,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,11.0,3.0,6.0,0.2727272727272727,2.0,79.5,61.0,49.0,75.0,4.0,3.0,0.0
382,Grujić,Porto,Midfielder,320,6,0,1,40.9,,16.0,8.0,3.0,5.0,4.0,0.0,0.0,3.0,9.0,4.0,1.0,0.0,,,,,,,,7.0,6.0,1.0,0.8571428571428571,0.0,76.5,131.0,110.0,0.0,0.0,0.0,2.0
383,Paredes,Paris,Midfielder,315,5,0,0,36.9,,18.0,8.0,1.0,7.0,1.0,,,,7.0,5.0,3.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,93.8,315.0,298.0,0.0,0.0,0.0,10.0
384,Calabria,Milan,Defender,315,4,0,0,38.5,,23.0,0.0,0.0,0.0,11.0,,,,2.0,3.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,76.3,120.0,91.0,25.0,8.0,2.0,6.0
385,Orbán,Leipzig,Defender,315,4,0,0,35.6,,25.0,5.0,4.0,1.0,10.0,,,,4.0,3.0,1.0,0.0,,,,,,,,,,,,,92.0,194.0,176.0,0.0,0.0,0.0,6.0
386,Lovren,Zenit,Defender,315,4,0,0,34.7,,19.0,1.0,1.0,0.0,19.0,,,,2.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,88.8,159.0,141.0,50.0,2.0,1.0,5.0
387,Dahlin,Malmö,Goalkeeper,315,4,0,0,14.2,8.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,53.0,98.0,52.0,0.0,0.0,0.0,13.0
388,Evanilson,Porto,Forward,313,4,0,0,34.9,,4.0,6.0,2.0,4.0,3.0,,,,9.0,15.0,0.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,79.5,72.0,58.0,0.0,1.0,0.0,0.0
389,Welinton,Beşiktaş,Defender,313,4,0,0,33.0,,31.0,13.0,4.0,9.0,11.0,,,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,81.5,183.0,158.0,0.0,4.0,0.0,7.0
390,Bruno,Sheriff,Midfielder,312,6,0,0,38.5,,10.0,2.0,2.0,0.0,6.0,,,,7.0,5.0,0.0,0.0,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,76.2,82.0,63.0,50.0,6.0,3.0,2.0
391,Moreno,Villarreal,Defender,309,7,1,0,41.7,,8.0,4.0,0.0,4.0,6.0,,,,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,82.3,135.0,110.0,100.0,2.0,2.0,2.0
392,Montero,Beşiktaş,Defender,306,4,1,0,34.6,,27.0,12.0,6.0,6.0,11.0,,,,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,85.8,168.0,147.0,0.0,0.0,0.0,8.0
393,Vrsaljko,Atlético,Defender,304,5,0,0,36.9,,23.0,6.0,3.0,3.0,8.0,,,,12.0,2.0,1.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,65.6,80.0,55.0,20.0,5.0,1.0,1.0
394,Greenwood,Man. United,Forward,304,4,1,1,38.1,,3.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,85.8,143.0,123.0,40.0,5.0,2.0,0.0
395,Azmoun,Zenit,Forward,303,5,2,1,30.3,,7.0,3.0,0.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,6.0,1.0,0.75,1.0,53.6,56.0,38.0,50.0,2.0,1.0,0.0
396,Malinovskyi,Atalanta,Midfielder,301,5,1,0,38.5,,4.0,6.0,2.0,4.0,2.0,,,,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,3.0,0.36363636363636365,4.0,82.2,143.0,114.0,41.0,31.0,13.0,6.0
397,Sérgio Oliveira,Porto,Midfielder,300,6,1,0,39.7,,14.0,7.0,2.0,5.0,6.0,,,,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5,0.0,77.0,127.0,96.0,45.0,20.0,9.0,13.0
398,Karavaev,Zenit,Defender,299,4,0,1,38.3,,9.0,2.0,1.0,1.0,5.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,85.5,115.0,99.0,16.0,6.0,1.0,1.0
399,Sowah,Club Brugge,Forward,298,5,0,0,38.4,,11.0,7.0,1.0,6.0,4.0,,,,5.0,2.0,0.0,0.0,,,,,,,,6.0,0.0,3.0,0.0,3.0,67.2,110.0,77.0,7.0,14.0,1.0,0.0
